Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration in minutes,Duration in timestamp,Duration,Uploaded Time,Video url,Tags,Tags (in description),Emails (in description),Links (in description)
String Operations in Python | Part 4,"This video breaks down various string operations, making it easy to understand and apply in your Python coding. Enhance your skills and level up your programming game!

Code used: https://github.com/campusx-official/100-days-of-python-programming/tree/main/day10-strings

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in/s/store
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in",https://i.ytimg.com/vi/Hc-Dwy35DRQ/maxresdefault.jpg,CampusX,36240,595,12,516,8.6,8:36,"8 Minutes, 36 Seconds",2021-07-12T10:23:14,https://www.youtube.com/watch?v=Hc-Dwy35DRQ,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in/s/store, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/100-days-of-python-programming/tree/main/day10-strings]"
String Functions in Python | Part 5,"Learn essential string functions in Python that make handling and processing text a breeze. Watch and learn how to use these functions for efficient string manipulation in your Python projects.

Code used: https://github.com/campusx-official/100-days-of-python-programming/tree/main/day10-strings

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in/s/store
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in",https://i.ytimg.com/vi/iMToFoTl2Z8/maxresdefault.jpg,CampusX,45158,897,29,1147,19.12,19:07,"19 Minutes, 7 Seconds",2021-07-12T10:26:31,https://www.youtube.com/watch?v=iMToFoTl2Z8,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in/s/store, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://github.com/campusx-official/100-days-of-python-programming/tree/main/day10-strings]"
Python Lists | Complete Explanation in Hindi |  100 Days of Python Programing,"Lists in Python are versatile and mutable collections that can store multiple items of different data types. They are created using square brackets and support various operations like adding, removing, and modifying elements. Lists are commonly used for tasks involving dynamic data where elements may change during the program.

Join this channel to get access to the perks:
https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #DataStructures #Programming #Lists #Mutable #Coding #PythonBasics

⌚Time Stamps⌚

00:00 - Intro
01:05 - What is a List?
03:55 - Types of List
07:05 - Tips to access elements
11:50 - Editing elements in a list
13:34 - Adding an element to a list
17:30 - Deleting a List
20:35 - Operations in List
23:00 - Functions in a List
26:00 - Coding Exercise",https://i.ytimg.com/vi/l0rgITwCXKg/maxresdefault.jpg,CampusX,61283,951,39,2028,33.8,33:48,"33 Minutes, 48 Seconds",2021-12-23T14:00:30,https://www.youtube.com/watch?v=l0rgITwCXKg,[],"[#Coding, #Python, #PythonBasics, #Lists, #DataStructures, #Programming, #Mutable]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join, https://www.instagram.com/campusx.official]"
Python Tuples | Complete Explanation in Hindi | 100 Days of Python Programming,"Tuples in Python are similar to lists, but they are immutable, meaning their elements cannot be changed after creation. They are created using parentheses and can store different data types. Tuples are often used when the data should remain constant throughout the program. They're efficient for representing fixed collections of values.

Join this channel to get access to the perks:
https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #DataStructures #Programming #Tuples #Immutable #Coding #PythonBasics

⌚Time Stamps⌚

00:00 - Intro
00:10 - What is a Tuple
00:57 - Create an empty Tuple
04:15 - Access items from a Tuple
05:10 - Editing a Tuple
05:40 - Rules about Tuples
06:55 - Deleting a Tuple
07:55 - Operations in a Tuple",https://i.ytimg.com/vi/-ePqwviZx4I/maxresdefault.jpg,CampusX,38810,620,15,735,12.25,12:15,"12 Minutes, 15 Seconds",2021-12-24T14:00:01,https://www.youtube.com/watch?v=-ePqwviZx4I,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#Tuples, #Coding, #Python, #PythonBasics, #DataStructures, #Programming, #Immutable]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join, https://www.instagram.com/campusx.official]"
Python Sets  | Complete Explanation in Hindi | 100 Days of Python Programming,"In Python, sets are collections of unique elements. Unlike lists or tuples, sets don't allow duplicate values. They provide efficient methods for common set operations like union, intersection, and difference. Sets are handy for tasks requiring uniqueness, such as removing duplicates from a list or checking membership efficiently.

Join this channel to get access to the perks:
https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #DataStructures #Programming #Sets #UniqueElements #Coding #PythonBasics

⌚Time Stamps⌚

00:00 - Intro
00:20 - Rules about Sets
02:35 - Creating a Set
07:20 - Access Items in a Set
08:10 - Editing Items in a Set?
10:15 - Adding Items to a set
11:13 - Deleting items from a set
13:12 - Set Operations",https://i.ytimg.com/vi/XPDzwN1aXAQ/maxresdefault.jpg,CampusX,33451,669,15,1085,18.08,18:05,"18 Minutes, 5 Seconds",2021-12-25T14:00:25,https://www.youtube.com/watch?v=XPDzwN1aXAQ,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#Coding, #UniqueElements, #Python, #PythonBasics, #DataStructures, #Programming, #Sets]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join, https://www.instagram.com/campusx.official]"
Python Dictionary | Complete Explanation in Hindi | 100 Days of Python Programming,"Python dictionaries are powerful data structures that store key-value pairs. Think of them like real-world dictionaries, where you look up words to find their meanings. In Python, you use keys to access values, making it efficient for data retrieval. Dictionaries are versatile and widely used for tasks like data mapping, configuration settings, and more.

Join this channel to get access to the perks:
https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #DataStructures #Programming #KeyValues #Coding #PythonBasics

⌚Time Stamps⌚

00:00 - Intro
00:20 - What is a Dictionary?
01:00 - Rules in Dictionary
02:20 - Mutability and Immutability
03:25 - Creating a Dictionary
07:10 - Accessing Items from a Dictionary
08:30 - Editing a Dictionary
10:50 - Using the .get function
11:23 - Adding new Key-Value Pairs
12:37 - Deleting from a dictionary
13:45 - Operations in a dictionary",https://i.ytimg.com/vi/39FONNQb-vc/maxresdefault.jpg,CampusX,39241,651,21,1049,17.48,17:29,"17 Minutes, 29 Seconds",2021-12-26T14:00:03,https://www.youtube.com/watch?v=39FONNQb-vc,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#Coding, #Python, #PythonBasics, #DataStructures, #Programming, #KeyValues]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.youtube.com/channel/UCCWi3hpnq_Pe03nGxuS7isg/join, https://www.instagram.com/campusx.official]"
Python Deep Dive | Mutability | Garbage Collection | Variable Referencing,"Mutability refers to the ability of objects to be changed after creation, influencing how data is stored and manipulated. Garbage collection is Python's automatic memory management system, responsible for reclaiming memory occupied by objects that are no longer in use. Variable referencing explores how variables in Python act as references to objects, affecting the understanding of object assignment and modification.

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#PythonDeepDive #Mutability #GarbageCollection #VariableReferencing #PythonProgramming #MemoryManagement #programmingconcepts 

⌚Time Stamps⌚

00:00 - Intro
00:30 - Variable and Memory References
06:12 - Aliasing
09:25 - Reference Counting
12:30 - Garbage Collection
15:30 - Weird Stuff
34:00 - Mutability
39:00 - Side Effects of Mutability",https://i.ytimg.com/vi/GaJ_LmHd0E8/maxresdefault.jpg,CampusX,62844,1115,55,3090,51.5,51:30,"51 Minutes, 30 Seconds",2022-01-02T14:00:12,https://www.youtube.com/watch?v=GaJ_LmHd0E8,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#PythonProgramming, #Mutability, #PythonDeepDive, #MemoryManagement, #programmingconcepts, #VariableReferencing, #GarbageCollection]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
Functions in Python | End to End Video | Complete Video,"In this tutorial, we'll cover end to end about functions in python. If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science! Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

✨ Hashtags✨
#PythonFunctions #ProgrammingBasics #PythonProgramming #CodingTutorial #FunctionsInPython #learnpython 

⌚Time Stamps⌚

00:00 - Intro
00:21 - What are functions?
03:05 - Components of a function
41:05 - Important concepts
46:15 - Nested function is hidden from the main program
52:20 - Everything in python is an object",https://i.ytimg.com/vi/XTVP2gS6ftk/maxresdefault.jpg,CampusX,77505,1496,62,3815,63.58,1:03:35,"1 Hours, 3 Minutes, 35 Seconds",2022-01-09T14:00:12,https://www.youtube.com/watch?v=XTVP2gS6ftk,"[#python functions, #functions in python, #python course for beginners, #full python course in hindi, #python course, #types of arguments in python, #campusx, #nitish sir campusx, #functions as objects in python]","[#FunctionsInPython, #PythonProgramming, #learnpython, #CodingTutorial, #ProgrammingBasics, #PythonFunctions]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
Recursion using Python | Recursion with examples | Memoization,"This tutorial explores the concept of recursion, providing clear examples to deepen your understanding. Discover the elegance of solving problems through recursive functions and learn how to implement memoization for optimized performance. 

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#PythonRecursion #RecursionExamples #Memoization #ProgrammingTutorial #PythonBasics #recursivefunctions 

⌚Time Stamps⌚

00:00 - Intro
19:32 - The rabbit problem",https://i.ytimg.com/vi/cNvZK0Wyoik/maxresdefault.jpg,CampusX,75903,1408,48,2707,45.12,45:07,"45 Minutes, 7 Seconds",2022-01-12T14:00:15,https://www.youtube.com/watch?v=cNvZK0Wyoik,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#PythonRecursion, #PythonBasics, #ProgrammingTutorial, #recursivefunctions, #Memoization, #RecursionExamples]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
"Lambda Functions in Python | Map, Filter and Reduce | Higher Order Functions in Python","In this tutorial, we delve into the world of anonymous functions and explore how Lambda functions streamline your code. Learn how to use Lambda with Map, Filter, and Reduce functions, and grasp the concept of higher-order functions.

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#PythonLambdaFunctions #MapFilterReduce #HigherOrderFunctions #PythonProgramming #CodingTutorial #PythonBasics",https://i.ytimg.com/vi/ww2uPkwSjjY/maxresdefault.jpg,CampusX,65655,1399,35,2098,34.97,34:58,"34 Minutes, 58 Seconds",2022-01-18T14:00:32,https://www.youtube.com/watch?v=ww2uPkwSjjY,"[#lambda function in python, #map filter and reduce, #higher order function in python, #list comprehension, #dictionary comprehension python]","[#HigherOrderFunctions, #PythonBasics, #PythonLambdaFunctions, #PythonProgramming, #CodingTutorial, #MapFilterReduce]",[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
Complete OOP in Python in 1 Video | End to End OOP in Python in 4 hours,"If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science! Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8
E-mail us at support@campusx.in

⌚Time Stamps⌚

0:00 Importance of OOP
10:30 Class
19:49 Object
21:45 Practical implementation of class and object
29:20 Constructor
56:00 self in python
1:06:18 Create own data type (Fraction) & corresponding methods to add, sub, mul and divide fractions
1:23:15 Encapsulation
1:49:20 Reference Variable
1:51:30 Pass by reference
2:11:40 Collection of objects
2:16:45 Static Variables and methods
2:31:05 Class relationship - Aggregation
2:43:27 Inheritance
2:55:26 Class diagram
3:01:00 Polymorphism
3:10:20 User of super()
3:22:10 Types of inheritance
3:28:10 MRO - Method Resolution Order
3:35:35 Method overloading and operator overloading
3:44:25 Project",https://i.ytimg.com/vi/Mf2RdpEiXjU/maxresdefault.jpg,CampusX,668658,13174,736,14578,242.97,4:02:58,"4 Hours, 2 Minutes, 58 Seconds",2022-01-24T14:00:10,https://www.youtube.com/watch?v=Mf2RdpEiXjU,"[#oop in python, #python oop, #class and object in python, #inheritance in python, #encapsulation in python, #polymorphism in python, #python oop example, #method overriding in python, #method overloading in python, #operator overloading in python, #python complete tutorials, #python tutorials for beginners]",[],[support@campusx.in],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
100 Python Problems with Solutions for Beginners | Most Common Python Programs for Practice,"In this video, we present '100 Python Problems with Solutions for Beginners.' If you're starting your Python journey or looking to enhance your skills, this compilation of common Python programs is designed for hands-on practice. From basic concepts to real-world applications, tackle these problems and level up your Python proficiency.

Document Link:
https://docs.google.com/document/d/1CuKacG3lnnt5B-7kB9p1DiJ2PLFW8TQWn9JG1lTYRJs/edit?usp=sharing

Solutions:
https://www.youtube.com/playlist?list=PL0eRyVnlnoVTLmcg67vTBip1h4KFN-CFq

100 Days of Python Programming:
https://www.youtube.com/playlist?list=PLKnIA16_Rmvb1RYR-iTA_hzckhdONtSW4

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

✨ Hashtags✨
 #PythonProgramming #CodingPractice #LearnPython",https://i.ytimg.com/vi/szkZ1DwABUs/maxresdefault.jpg,CampusX,116424,3393,102,413,6.88,6:53,"6 Minutes, 53 Seconds",2022-06-05T14:00:19,https://www.youtube.com/watch?v=szkZ1DwABUs,"[#python practice problems, #python programs, #python coding problems, #python common programs, #python interview, #python interview questions, #python interview questions for data analyst, #python interview questions for freshers, #campusx]","[#PythonProgramming, #LearnPython, #CodingPractice]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.youtube.com/playlist?list=PL0eRyVnlnoVTLmcg67vTBip1h4KFN-CFq, https://www.youtube.com/playlist?list=PLKnIA16_Rmvb1RYR-iTA_hzckhdONtSW4, https://www.instagram.com/campusx.official, https://docs.google.com/document/d/1CuKacG3lnnt5B-7kB9p1DiJ2PLFW8TQWn9JG1lTYRJs/edit?usp=sharing]"
Threading | Threading and Multi Processing in Python Part 1,"Threading is a very important concept for parallelization. In this video, we explain:
- What is Threading?
- When and Where Threading is Used?
- Implementation in Python
- Synchronizing multiple Threads

Music: https://www.bensound.com/

(00:00): Introduction
(00:22): What is Threading?
(01:18): Examples
(04:34): Implementation in Python
(13:03): Threading Synchronization

About CampusX:

CampusX is an online mentorship program for engineering students. We offer a 6-month long mentorship to students in the latest cutting - edge technologies like Machine Learning, Python, Web Development, and Deep Learning & Neural networks.

At its core, CampusX aims to change this education system of India. We believe that high-quality education is not just for the privileged few. It is the right of everyone who seeks it. Through our mentorship program, we aim to bring quality education to every single student. A mentored student is provided with guidance on how to ace a technology through 24x7 mentorship, live and recorded video lectures, daily skill-building activities, project assignments, and evaluation, hackathons, interactions with industry experts, soft skill training, personal counseling, and comprehensive reports. All we need from you is intent, a ray of passion to learn. 

Connect with us:

Website: http://www.campusx.in

Medium Blog: https://medium.com/campusx

Facebook: https://www.facebook.com/campusx.official

Linkedin: linkedin.com/company/campusx-official

Instagram: https://www.instagram.com/campusx.official/

Github: https://github.com/campusx-official

Email: support@campusx.in",https://i.ytimg.com/vi/Vdz0usYmSsU/sddefault.jpg,CampusX,18762,236,15,1152,19.2,19:12,"19 Minutes, 12 Seconds",2021-01-12T15:44:56,https://www.youtube.com/watch?v=Vdz0usYmSsU,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]",[],[support@campusx.in],"[https://github.com/campusx-official, https://www.instagram.com/campusx.official/, https://medium.com/campusx, https://www.facebook.com/campusx.official, https://www.bensound.com/, http://www.campusx.in]"
What is Iterators in Python?,"In this video, we'll explore what Iterators are and how they elevate your Python programming experience. Join us for a straightforward explanation, and learn how to use Iterators effectively in your code.

Code - https://github.com/campusx-official/python-iterators-and-iterables

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #Iterators #ProgrammingExplained #PythonProgramming #CodingSkills #SimplifiedLearning #LearnPython

⌚Time Stamps⌚

00:00 - Intro
01:20 - What is an iteration
02:50 - What is iterator
08:40 - What is iterable
12:53 - Points to remember
13:47 - Trick
19:15 - Understanding how for loop works
22:45 - Making our own for loop
25:18 - Confusing point
29:27 - Creating our own range() function
35:42 - Outro",https://i.ytimg.com/vi/pH7YVRhnpUI/maxresdefault.jpg,CampusX,60943,1902,71,2289,38.15,38:09,"38 Minutes, 9 Seconds",2022-03-13T14:00:17,https://www.youtube.com/watch?v=pH7YVRhnpUI,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#ProgrammingExplained, #LearnPython, #Python, #CodingSkills, #PythonProgramming, #SimplifiedLearning, #Iterators]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://github.com/campusx-official/python-iterators-and-iterables, https://www.instagram.com/campusx.official]"
Generators in Python | Advanced Python Programming,"In this video, we'll  learn the concept of Generators, a dynamic feature that enhances efficiency in Python programming.

Code - https://github.com/campusx-official/python-generators

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!

✨ Hashtags✨
#Python #Generators #ProgrammingTips #EfficientCode #PythonProgramming #CodingBasics #SimplifiedLearning #LearnPython",https://i.ytimg.com/vi/ZfJoU67tG1A/maxresdefault.jpg,CampusX,56301,1725,69,1493,24.88,24:53,"24 Minutes, 53 Seconds",2022-03-15T14:00:10,https://www.youtube.com/watch?v=ZfJoU67tG1A,"[#Education, #Engineering, #Campus, #Placement, #Skills, #Machine Learning, #Software, #Web Development, #Profile Building]","[#EfficientCode, #LearnPython, #CodingBasics, #Python, #PythonProgramming, #Generators, #SimplifiedLearning, #ProgrammingTips]",[],"[https://discord.gg/PsWu8R87Z8, https://www.linkedin.com/company/campusx-official, https://github.com/campusx-official/python-generators, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official]"
Build GUIs Using Python | Python Tkinter in 30 mins | Login App GUI,"Tkinter is the de facto way in Python to create Graphical User interfaces (GUIs) and is included in all standard Python Distributions. In fact, it's the only framework built into the Python standard library.

Code - https://github.com/campusx-official/python-gui-tkinter

Wallpaper Viewer App using Tkinter - https://youtu.be/vjh0Cqudqa0
Calculator App - https://youtu.be/owbU6WzIhhg

============================
Do you want to learn from me?
Check my affordable mentorship program at : https://learnwith.campusx.in
============================

📱 Grow with us:
CampusX' LinkedIn: https://www.linkedin.com/company/campusx-official
CampusX on Instagram for daily tips: https://www.instagram.com/campusx.official
My LinkedIn: https://www.linkedin.com/in/nitish-singh-03412789
Discord: https://discord.gg/PsWu8R87Z8

👍If you find this video helpful, consider giving it a thumbs up and subscribing for more educational videos on data science!

💭Share your thoughts, experiences, or questions in the comments below. I love hearing from you!",https://i.ytimg.com/vi/D0xVD8eUk4o/maxresdefault.jpg,CampusX,79618,1863,75,1704,28.4,28:24,"28 Minutes, 24 Seconds",2022-05-16T14:00:04,https://www.youtube.com/watch?v=D0xVD8eUk4o,"[#python, #python 3, #tkinter, #python tkinter, #programming, #python gui, #gui, #python application, #ui, #user interface, #gui python, #graphical user interface, #python ui, #python 3 programming, #ui design, #ui python, #good tkinter application, #how to program a tkinter application, #how to program, #python project, #tkinter library, #tk, #api, #tkinter tutorial, #tkinter course, #campusx, #nitish sir campusx]",[],[],"[https://discord.gg/PsWu8R87Z8, https://youtu.be/owbU6WzIhhg, https://www.linkedin.com/company/campusx-official, https://learnwith.campusx.in, https://www.linkedin.com/in/nitish-singh-03412789, https://www.instagram.com/campusx.official, https://youtu.be/vjh0Cqudqa0, https://github.com/campusx-official/python-gui-tkinter]"
